,Company,Industry,Country,Market_Value,Sales,Profits,Assets,Rank,DBpedia_URI,Market_Value_class,Sales_class,Profits_class,Assets_class,Rank_class
1214,Comcast,Broadcasting_&_Cable,United_States,106.3,62.6,6.2,165.0,56,http://dbpedia.org/resource/Comcast,high,high,high,mid,low
1215,Comerica,Regional_Banks,United_States,6.9,2.7,0.5,65.4,987,http://dbpedia.org/resource/Comerica,low,low,mid,mid,mid
1216,Commerce_Bancshares,Regional_Banks,United_States,3.6,1.1,0.3,22.2,1917,http://dbpedia.org/resource/Commerce_Bancshares,low,low,mid,mid,high
1217,Computer_Sciences,Computer_Services,United_States,7.5,15.5,0.5,11.3,913,http://dbpedia.org/resource/Computer_Sciences,low,mid,mid,mid,mid
1218,ConAgra_Foods,Food_Processing,United_States,14.4,13.8,0.7,12.5,704,http://dbpedia.org/resource/ConAgra_Foods,mid,mid,mid,mid,low
1219,ConocoPhillips,Oil_&_Gas_Operations,United_States,72.1,58.4,8.4,117.1,73,http://dbpedia.org/resource/ConocoPhillips,high,high,high,mid,low
1220,Consol_Energy,Diversified_Metals_&_Mining,United_States,7.7,5.4,0.4,12.7,1271,http://dbpedia.org/resource/Consol_Energy,low,low,mid,mid,high
1221,Consolidated_Edison,Electric_Utilities,United_States,17.3,12.2,1.1,41.2,432,http://dbpedia.org/resource/Consolidated_Edison,mid,mid,mid,mid,low
1222,Constellation_Brands,Beverages,United_States,8.4,2.7,0.4,8.3,1651,http://dbpedia.org/resource/Constellation_Brands,low,low,mid,mid,high
1223,Continental_Resources,Oil_&_Gas_Operations,United_States,17.2,2.6,0.7,9.1,1109,http://dbpedia.org/resource/Continental_Resources,mid,low,mid,mid,mid
1224,Corning,Communications_Equipment,United_States,19.0,8.0,1.7,29.4,501,http://dbpedia.org/resource/Corning,mid,low,mid,mid,low
1225,Costco_Wholesale,Discount_Stores,United_States,44.2,103.1,2.0,29.1,211,http://dbpedia.org/resource/Costco_Wholesale,high,high,mid,mid,low
1226,Coventry_Health_Care,Managed_Health_Care,United_States,6.3,14.1,0.5,8.8,1100,http://dbpedia.org/resource/Coventry_Health_Care,low,mid,mid,mid,mid
1227,CR_Bard,Medical_Equipment_&_Supplies,United_States,8.3,3.0,0.5,4.2,1548,http://dbpedia.org/resource/CR_Bard,low,low,mid,mid,high
1228,Crown_Castle_International,Telecommunications_services,United_States,20.5,2.4,0.2,16.1,1311,http://dbpedia.org/resource/Crown_Castle_International,mid,low,mid,mid,high
1229,Crown_Holdings,Containers_&_Packaging,United_States,5.8,8.5,0.6,7.5,1303,http://dbpedia.org/resource/Crown_Holdings,low,low,mid,mid,high
1230,CSX,Railroads,United_States,24.5,11.8,1.9,30.6,396,http://dbpedia.org/resource/CSX,mid,mid,mid,mid,low
1231,Cummins,Heavy_Equipment,United_States,22.3,17.3,1.5,12.5,510,http://dbpedia.org/resource/Cummins,mid,mid,mid,mid,low
1232,CVS_Caremark,Drug_Retail,United_States,66.0,123.1,3.9,65.9,104,http://dbpedia.org/resource/CVS_Caremark,high,high,high,mid,low
1233,Danaher,Conglomerates,United_States,43.1,18.3,2.4,32.9,276,http://dbpedia.org/resource/Danaher,high,mid,mid,mid,low
1234,Darden_Restaurants,Restaurants,United_States,6.4,8.3,0.4,7.0,1359,http://dbpedia.org/resource/Darden_Restaurants,low,low,mid,mid,high
1235,DaVita,Healthcare_Services,United_States,12.5,8.2,0.5,16.0,810,http://dbpedia.org/resource/DaVita,mid,low,mid,mid,mid
1236,Dean_Foods,Food_Processing,United_States,3.4,12.5,0.2,5.7,1927,http://dbpedia.org/resource/Dean_Foods,low,mid,mid,mid,high
1237,Dell,Computer_Hardware,United_States,25.0,56.9,2.4,47.5,205,http://dbpedia.org/resource/Dell,mid,high,mid,mid,low
1238,Delta_Air_Lines,Airline,United_States,13.6,36.7,1.0,44.6,361,http://dbpedia.org/resource/Delta_Air_Lines,mid,high,mid,mid,low
1239,Denbury_Resources,Oil_&_Gas_Operations,United_States,7.0,2.5,0.5,11.1,1436,http://dbpedia.org/resource/Denbury_Resources,low,low,mid,mid,high
1240,Devon_Energy,Oil_&_Gas_Operations,United_States,23.6,9.5,-0.2,43.3,768,http://dbpedia.org/resource/Devon_Energy,mid,mid,low,mid,mid
1241,Dick's_Sporting_Goods,Specialty_Stores,United_States,5.8,5.8,0.3,2.9,1927,http://dbpedia.org/resource/Dick's_Sporting_Goods,low,low,mid,mid,high
1242,Dillard's,Department_Stores,United_States,3.8,6.8,0.3,4.0,1969,http://dbpedia.org/resource/Dillard's,low,low,mid,mid,high
1243,Directv,Broadcasting_&_Cable,United_States,31.5,29.7,2.9,20.6,310,http://dbpedia.org/resource/Directv,mid,mid,high,mid,low
1244,Discover_Financial_Services,Consumer_Financial_Services,United_States,22.0,9.0,2.3,75.3,353,http://dbpedia.org/resource/Discover_Financial_Services,mid,low,mid,mid,low
1245,Discovery_Communications,Broadcasting_&_Cable,United_States,19.0,4.5,0.9,12.9,869,http://dbpedia.org/resource/Discovery_Communications,mid,low,mid,mid,mid
1246,DISH_Network,Broadcasting_&_Cable,United_States,15.9,14.3,0.6,17.4,616,http://dbpedia.org/resource/DISH_Network,mid,mid,mid,mid,low
1247,Dollar_General,Discount_Stores,United_States,15.8,16.0,1.0,10.4,663,http://dbpedia.org/resource/Dollar_General,mid,mid,mid,mid,low
1248,Dollar_Tree,Discount_Stores,United_States,10.1,7.4,0.6,2.8,1086,http://dbpedia.org/resource/Dollar_Tree,mid,low,mid,mid,mid
1249,Dominion_Resources,Electric_Utilities,United_States,32.7,13.1,0.3,46.8,589,http://dbpedia.org/resource/Dominion_Resources,mid,mid,mid,mid,low
1250,Dover,Conglomerates,United_States,12.9,8.1,0.8,10.4,833,http://dbpedia.org/resource/Dover,mid,low,mid,mid,mid
1251,Dow_Chemical,Diversified_Chemicals,United_States,40.7,56.8,1.2,69.6,193,http://dbpedia.org/resource/Dow_Chemical,high,high,mid,mid,low
1252,DR_Horton,Construction_Services,United_States,7.8,4.7,1.0,7.3,1267,http://dbpedia.org/resource/DR_Horton,low,low,mid,mid,high
1253,Dr_Pepper_Snapple_Group,Beverages,United_States,9.0,6.0,0.6,8.9,1138,http://dbpedia.org/resource/Dr_Pepper_Snapple_Group,low,low,mid,mid,high
1254,DTE_Energy,Electric_Utilities,United_States,11.4,8.8,0.6,26.3,702,http://dbpedia.org/resource/DTE_Energy,mid,low,mid,mid,low
1255,Duke_Energy,Electric_Utilities,United_States,49.3,19.6,1.8,113.9,198,http://dbpedia.org/resource/Duke_Energy,high,mid,mid,mid,low
1256,East_West_Bancorp,Regional_Banks,United_States,3.5,1.1,0.3,22.5,1852,http://dbpedia.org/resource/East_West_Bancorp,low,low,mid,mid,high
1257,Eastman_Chemical,Specialized_Chemicals,United_States,11.2,8.1,0.4,11.6,982,http://dbpedia.org/resource/Eastman_Chemical,mid,low,mid,mid,mid
1258,Ebay,Internet_&_Catalog_Retail,United_States,65.4,14.1,2.6,37.1,274,http://dbpedia.org/resource/Ebay,high,mid,mid,mid,low
1259,Ecolab,Specialized_Chemicals,United_States,23.5,11.8,0.7,17.6,586,http://dbpedia.org/resource/Ecolab,mid,mid,mid,mid,low
1260,Edison_International,Electric_Utilities,United_States,16.6,11.9,-0.1,44.4,772,http://dbpedia.org/resource/Edison_International,mid,mid,low,mid,mid
1261,EMC,Computer_Storage_Devices,United_States,53.3,21.7,2.7,38.1,228,http://dbpedia.org/resource/EMC,high,mid,high,mid,low
1262,Emerson_Electric,Electrical_Equipment,United_States,41.6,24.7,2.1,23.8,305,http://dbpedia.org/resource/Emerson_Electric,high,mid,mid,mid,low
1263,Energizer_Holdings,Household/Personal_Care,United_States,5.8,4.6,0.4,6.7,1858,http://dbpedia.org/resource/Energizer_Holdings,low,low,mid,mid,high
1264,Entergy,Electric_Utilities,United_States,11.6,10.3,0.9,43.2,553,http://dbpedia.org/resource/Entergy,mid,mid,mid,mid,low
1265,EOG_Resources,Oil_&_Gas_Operations,United_States,35.4,11.7,0.6,27.3,511,http://dbpedia.org/resource/EOG_Resources,high,mid,mid,mid,low
1266,EQT,Oil_&_Gas_Operations,United_States,10.0,1.6,0.2,8.8,1969,http://dbpedia.org/resource/EQT,mid,low,mid,mid,high
1267,Equity_Residential,Real_Estate,United_States,20.2,2.1,0.8,17.2,847,http://dbpedia.org/resource/Equity_Residential,mid,low,mid,mid,mid
1268,Exelon,Electric_Utilities,United_States,28.5,23.5,1.2,78.6,259,http://dbpedia.org/resource/Exelon,mid,mid,mid,mid,low
1269,Expedia,Business_&_Personal_Services,United_States,9.0,4.0,0.3,7.1,1948,http://dbpedia.org/resource/Expedia,low,low,mid,mid,high
1270,Expeditors_International,Air_Courier,United_States,7.9,6.0,0.3,3.0,1549,http://dbpedia.org/resource/Expeditors_International,low,low,mid,mid,high
1271,Express_Scripts,Healthcare_Services,United_States,48.9,93.9,1.3,58.1,170,http://dbpedia.org/resource/Express_Scripts,high,high,mid,mid,low
1272,Exxon_Mobil,Oil_&_Gas_Operations,United_States,400.4,420.7,44.9,333.8,5,http://dbpedia.org/resource/Exxon_Mobil,high,high,high,high,low
1273,Facebook,Computer_Services,United_States,63.5,5.1,0.1,15.1,1071,http://dbpedia.org/resource/Facebook,high,low,low,mid,mid
1274,Family_Dollar_Stores,Discount_Stores,United_States,6.9,9.6,0.4,3.7,1268,http://dbpedia.org/resource/Family_Dollar_Stores,low,mid,mid,mid,high
1275,Fannie_Mae,Investment_Services,United_States,2.3,131.9,7.2,3226.2,363,http://dbpedia.org/resource/Fannie_Mae,low,high,high,high,low
1276,Fastenal,Home_Improvement_Retail,United_States,15.1,3.1,0.4,1.8,1408,http://dbpedia.org/resource/Fastenal,mid,low,mid,mid,high
1277,FedEx,Air_Courier,United_States,34.3,43.9,1.8,31.8,246,http://dbpedia.org/resource/FedEx,high,high,mid,mid,low
1278,Fidelity_National_Financial,Property_&_Casualty_Insurance,United_States,5.5,7.2,0.6,9.9,1238,http://dbpedia.org/resource/Fidelity_National_Financial,low,low,mid,mid,high
1279,Fifth_Third_Bancorp,Regional_Banks,United_States,14.7,7.1,1.6,121.9,452,http://dbpedia.org/resource/Fifth_Third_Bancorp,mid,low,mid,mid,low
1280,First_Horizon_National,Regional_Banks,United_States,2.7,1.5,0.0,25.5,1983,http://dbpedia.org/resource/First_Horizon_National,low,low,low,mid,high
1281,First_Niagara_Financial,Thrifts_&_Mortgage_Finance,United_States,3.0,1.5,0.2,36.8,1806,http://dbpedia.org/resource/First_Niagara_Financial,low,low,mid,mid,high
1282,First_Republic_Bank,Regional_Banks,United_States,5.0,1.5,0.4,34.4,1336,http://dbpedia.org/resource/First_Republic_Bank,low,low,mid,mid,high
1283,FirstEnergy,Electric_Utilities,United_States,17.6,15.3,0.8,50.4,418,http://dbpedia.org/resource/FirstEnergy,mid,mid,mid,mid,low
1284,Fiserv,Software_&_Programming,United_States,11.4,4.5,0.6,8.5,1237,http://dbpedia.org/resource/Fiserv,mid,low,mid,mid,high
1285,Flowserve,Other_Industrial_Equipment,United_States,8.1,4.8,0.4,4.8,1515,http://dbpedia.org/resource/Flowserve,low,low,mid,mid,high
1286,Fluor,Construction_Services,United_States,10.5,27.6,0.5,8.3,874,http://dbpedia.org/resource/Fluor,mid,mid,mid,mid,mid
1287,FMC,Specialized_Chemicals,United_States,8.3,3.7,0.4,4.4,1697,http://dbpedia.org/resource/FMC,low,low,mid,mid,high
1288,FMC_Technologies,Oil_Services_&_Equipment,United_States,12.5,6.2,0.4,5.9,1205,http://dbpedia.org/resource/FMC_Technologies,mid,low,mid,mid,high
1289,Foot_Locker,Apparel/Footwear_Retail,United_States,4.9,6.2,0.4,3.4,1739,http://dbpedia.org/resource/Foot_Locker,low,low,mid,mid,high
1290,Ford_Motor,Auto_&_Truck_Manufacturers,United_States,51.8,134.3,5.7,190.6,53,http://dbpedia.org/resource/Ford_Motor,high,high,high,high,low
1291,Franklin_Resources,Investment_Services,United_States,31.9,7.3,2.0,14.4,584,http://dbpedia.org/resource/Franklin_Resources,mid,low,mid,mid,low
1292,Freddie_Mac,Investment_Services,United_States,1.3,80.6,11.0,1989.9,372,http://dbpedia.org/resource/Freddie_Mac,low,high,high,high,low
1293,Frontier_Communications,Telecommunications_services,United_States,4.1,5.0,0.1,17.7,1923,http://dbpedia.org/resource/Frontier_Communications,low,low,low,mid,high
1294,Gannett,Printing_&_Publishing,United_States,5.0,5.4,0.4,6.4,1768,http://dbpedia.org/resource/Gannett,low,low,mid,mid,high
1295,Gap,Apparel/Footwear_Retail,United_States,17.5,15.7,1.1,7.5,705,http://dbpedia.org/resource/Gap,mid,mid,mid,mid,low
1296,General_Dynamics,Aerospace_&_Defense,United_States,24.7,31.5,-0.3,34.3,626,http://dbpedia.org/resource/General_Dynamics,mid,mid,low,mid,low
1297,General_Electric,Conglomerates,United_States,243.7,147.4,13.6,685.3,4,http://dbpedia.org/resource/General_Electric,high,high,high,high,low
1298,General_Growth_Properties,Real_Estate,United_States,18.7,2.5,-0.5,27.3,1160,http://dbpedia.org/resource/General_Growth_Properties,mid,low,low,mid,high
1299,General_Mills,Food_Processing,United_States,29.9,17.4,1.8,22.8,365,http://dbpedia.org/resource/General_Mills,mid,mid,mid,mid,low
1300,General_Motors,Auto_&_Truck_Manufacturers,United_States,38.5,152.3,6.2,149.4,70,http://dbpedia.org/resource/General_Motors,high,high,high,mid,low
1301,Genuine_Parts,Specialty_Stores,United_States,11.7,13.0,0.6,6.8,901,http://dbpedia.org/resource/Genuine_Parts,mid,mid,mid,mid,mid
1302,Genworth_Financial,Diversified_Insurance,United_States,5.2,10.0,0.3,113.3,889,http://dbpedia.org/resource/Genworth_Financial,low,mid,mid,mid,mid
1303,Gilead_Sciences,Biotechs,United_States,68.4,9.7,2.6,21.2,392,http://dbpedia.org/resource/Gilead_Sciences,high,mid,mid,mid,low
1304,Goldman_Sachs_Group,Investment_Services,United_States,74.5,41.7,7.5,938.6,49,http://dbpedia.org/resource/Goldman_Sachs_Group,high,high,high,high,low
1305,Goodyear,Auto_&_Truck_Parts,United_States,3.4,21.0,0.2,17.0,1275,http://dbpedia.org/resource/Goodyear,low,mid,mid,mid,high
1306,Google,Computer_Services,United_States,268.4,50.2,10.7,93.8,68,http://dbpedia.org/resource/Google,high,high,high,mid,low
1307,Green_Mountain_Coffee,Beverages,United_States,8.1,4.0,0.4,3.5,1761,http://dbpedia.org/resource/Green_Mountain_Coffee,low,low,mid,mid,high
1308,H&R_Block,Business_&_Personal_Services,United_States,7.5,2.7,0.4,3.9,1890,http://dbpedia.org/resource/H&R_Block,low,low,mid,mid,high
1309,Halliburton,Oil_Services_&_Equipment,United_States,39.0,28.5,2.6,27.4,261,http://dbpedia.org/resource/Halliburton,high,mid,mid,mid,low
1310,Harbinger_Group,Household/Personal_Care,United_States,1.2,4.5,0.1,26.9,1797,http://dbpedia.org/resource/Harbinger_Group,low,low,low,mid,high
1311,Harley-Davidson,Recreational_Products,United_States,12.5,5.6,0.6,9.2,1074,http://dbpedia.org/resource/Harley-Davidson,mid,low,mid,mid,mid
1312,Hartford_Financial_Services,Diversified_Insurance,United_States,11.5,26.4,0.0,298.5,622,http://dbpedia.org/resource/Hartford_Financial_Services,mid,mid,low,high,low
1313,HCA_Holdings,Healthcare_Services,United_States,16.8,33.0,1.6,28.1,352,http://dbpedia.org/resource/HCA_Holdings,mid,mid,mid,mid,low
1314,HCP,Real_Estate,United_States,22.1,1.9,0.8,19.9,811,http://dbpedia.org/resource/HCP,mid,low,mid,mid,mid
1315,Health_Net,Managed_Health_Care,United_States,2.3,11.3,0.1,3.9,1993,http://dbpedia.org/resource/Health_Net,low,mid,low,mid,high
1316,Henry_Schein,Medical_Equipment_&_Supplies,United_States,7.9,8.9,0.3,5.3,1358,http://dbpedia.org/resource/Henry_Schein,low,low,mid,mid,high
1317,Hershey,Food_Processing,United_States,18.2,6.6,0.7,4.8,971,http://dbpedia.org/resource/Hershey,mid,low,mid,mid,mid
1318,Hess,Oil_&_Gas_Operations,United_States,24.8,37.7,2.0,43.4,236,http://dbpedia.org/resource/Hess,mid,high,mid,mid,low
1319,Hewlett-Packard,Computer_Hardware,United_States,43.1,118.7,-12.9,106.7,438,http://dbpedia.org/resource/Hewlett-Packard,high,high,low,mid,low
1320,Hillshire_Brands,Food_Processing,United_States,4.2,4.1,0.7,2.5,1896,http://dbpedia.org/resource/Hillshire_Brands,low,low,mid,mid,high
1321,HJ_Heinz,Food_Processing,United_States,23.2,11.6,1.0,11.9,625,http://dbpedia.org/resource/HJ_Heinz,mid,mid,mid,mid,low
1322,HollyFrontier,Oil_&_Gas_Operations,United_States,10.8,20.1,1.7,10.3,643,http://dbpedia.org/resource/HollyFrontier,mid,mid,mid,mid,low
1323,Home_Depot,Home_Improvement_Retail,United_States,103.3,74.8,4.5,41.1,129,http://dbpedia.org/resource/Home_Depot,high,high,high,mid,low
1324,Honeywell_International,Conglomerates,United_States,57.6,37.7,2.9,41.9,175,http://dbpedia.org/resource/Honeywell_International,high,high,high,mid,low
1325,Hormel_Foods,Food_Processing,United_States,10.4,8.3,0.5,4.6,1102,http://dbpedia.org/resource/Hormel_Foods,mid,low,mid,mid,mid
1326,Host_Hotels_&_Resorts,Real_Estate,United_States,12.9,5.3,0.1,13.0,1355,http://dbpedia.org/resource/Host_Hotels_&_Resorts,mid,low,low,mid,high
1327,Hudson_City_Bancorp,Thrifts_&_Mortgage_Finance,United_States,4.6,1.7,0.2,40.6,1651,http://dbpedia.org/resource/Hudson_City_Bancorp,low,low,mid,mid,high
1328,Humana,Managed_Health_Care,United_States,11.1,39.1,1.2,20.0,466,http://dbpedia.org/resource/Humana,mid,high,mid,mid,low
1329,Huntington_Bancshares,Regional_Banks,United_States,6.3,3.0,0.6,56.2,984,http://dbpedia.org/resource/Huntington_Bancshares,low,low,mid,mid,mid
1330,Huntsman,Diversified_Chemicals,United_States,4.6,11.2,0.3,8.9,1486,http://dbpedia.org/resource/Huntsman,low,mid,mid,mid,high
1331,IBM,Computer_Services,United_States,239.5,104.5,16.6,119.2,34,http://dbpedia.org/resource/IBM,high,high,high,mid,low
1332,Illinois_Tool_Works,Other_Industrial_Equipment,United_States,28.3,17.9,2.9,19.3,364,http://dbpedia.org/resource/Illinois_Tool_Works,mid,mid,high,mid,low
1333,Ingram_Micro,Electronics,United_States,3.0,37.8,0.3,11.5,1214,http://dbpedia.org/resource/Ingram_Micro,low,high,mid,mid,high
1334,Ingredion,Food_Processing,United_States,5.3,6.5,0.4,5.6,1578,http://dbpedia.org/resource/Ingredion,low,low,mid,mid,high
1335,Intel,Semiconductors,United_States,105.7,53.3,11.0,84.4,77,http://dbpedia.org/resource/Intel,high,high,high,mid,low
1336,Interactive_Brokers_Group,Investment_Services,United_States,0.7,1.2,0.0,33.2,1857,http://dbpedia.org/resource/Interactive_Brokers_Group,low,low,low,mid,high
1337,IntercontinentalExchange,Investment_Services,United_States,11.7,1.4,0.6,37.2,899,http://dbpedia.org/resource/IntercontinentalExchange,mid,low,mid,mid,mid
1338,International_Paper,Paper_&_Paper_Products,United_States,20.1,27.8,0.8,32.2,387,http://dbpedia.org/resource/International_Paper,mid,mid,mid,mid,low
1339,Interpublic_Group,Advertising,United_States,5.5,7.0,0.4,13.5,1221,http://dbpedia.org/resource/Interpublic_Group,low,low,mid,mid,high
1340,Intuit,Software_&_Programming,United_States,19.4,4.2,0.8,5.1,1099,http://dbpedia.org/resource/Intuit,mid,low,mid,mid,mid
1341,Intuitive_Surgical,Medical_Equipment_&_Supplies,United_States,18.4,2.2,0.7,4.1,1189,http://dbpedia.org/resource/Intuitive_Surgical,mid,low,mid,mid,high
1342,Jabil_Circuit,Electronics,United_States,3.9,17.6,0.4,8.2,1392,http://dbpedia.org/resource/Jabil_Circuit,low,mid,mid,mid,high
1343,Jacobs_Engineering,Construction_Services,United_States,7.0,11.0,0.4,6.9,1263,http://dbpedia.org/resource/Jacobs_Engineering,low,mid,mid,mid,high
1344,JC_Penney,Department_Stores,United_States,3.4,13.0,-1.0,9.8,1717,http://dbpedia.org/resource/JC_Penney,low,mid,low,mid,high
1345,Johnson_&_Johnson,Medical_Equipment_&_Supplies,United_States,221.4,67.2,10.9,121.3,46,http://dbpedia.org/resource/Johnson_&_Johnson,high,high,high,mid,low
1346,Johnson_Controls,Auto_&_Truck_Parts,United_States,23.9,42.0,1.2,31.2,323,http://dbpedia.org/resource/Johnson_Controls,mid,high,mid,mid,low
1347,Joy_Global,Heavy_Equipment,United_States,6.6,5.7,0.8,6.2,1325,http://dbpedia.org/resource/Joy_Global,low,low,mid,mid,high
1348,JPMorgan_Chase,Major_Banks,United_States,191.4,108.2,21.3,2359.1,3,http://dbpedia.org/resource/JPMorgan_Chase,high,high,high,high,low
1349,Juniper_Networks,Communications_Equipment,United_States,10.4,4.4,0.2,9.8,1731,http://dbpedia.org/resource/Juniper_Networks,mid,low,mid,mid,high
1350,Kansas_City_Southern,Railroads,United_States,11.9,2.2,0.4,6.4,1561,http://dbpedia.org/resource/Kansas_City_Southern,mid,low,mid,mid,high
1351,Kellogg,Food_Processing,United_States,22.5,14.2,1.0,15.2,551,http://dbpedia.org/resource/Kellogg,mid,mid,mid,mid,low
1352,KeyCorp,Regional_Banks,United_States,9.3,4.7,0.9,89.2,721,http://dbpedia.org/resource/KeyCorp,low,low,mid,mid,low
1353,Kimberly-Clark,Household/Personal_Care,United_States,36.2,21.1,1.8,19.9,353,http://dbpedia.org/resource/Kimberly-Clark,high,mid,mid,mid,low
1354,Kimco_Realty,Real_Estate,United_States,9.0,0.9,0.3,9.7,1831,http://dbpedia.org/resource/Kimco_Realty,low,low,mid,mid,high
1355,Kinder_Morgan,Oil_Services_&_Equipment,United_States,41.2,10.0,0.4,68.5,476,http://dbpedia.org/resource/Kinder_Morgan,high,mid,mid,mid,low
1356,KLA-Tencor,Semiconductors,United_States,8.7,3.1,0.7,5.1,1420,http://dbpedia.org/resource/KLA-Tencor,low,low,mid,mid,high
1357,Kohl's,Department_Stores,United_States,11.4,19.3,1.0,13.9,616,http://dbpedia.org/resource/Kohl's,mid,mid,mid,mid,low
1358,Kraft_Foods_Group,Food_Processing,United_States,29.8,18.3,1.6,23.3,360,http://dbpedia.org/resource/Kraft_Foods_Group,mid,mid,mid,mid,low
1359,Kroger,Food_Retail,United_States,16.3,96.8,1.5,24.7,336,http://dbpedia.org/resource/Kroger,mid,high,mid,mid,low
1360,L_Brands,Apparel/Footwear_Retail,United_States,13.0,10.5,0.8,6.4,888,http://dbpedia.org/resource/L_Brands,mid,mid,mid,mid,mid
1361,L-3_Communications,Aerospace_&_Defense,United_States,7.3,13.1,0.8,13.8,803,http://dbpedia.org/resource/L-3_Communications,low,mid,mid,mid,mid
1362,LabCorp,Healthcare_Services,United_States,8.5,5.7,0.6,6.8,1282,http://dbpedia.org/resource/LabCorp,low,low,mid,mid,high
1363,Las_Vegas_Sands,Casinos_&_Gaming,United_States,44.1,11.1,1.5,22.2,422,http://dbpedia.org/resource/Las_Vegas_Sands,high,mid,mid,mid,low
1364,Lear,Auto_&_Truck_Parts,United_States,5.4,14.6,1.3,8.2,977,http://dbpedia.org/resource/Lear,low,mid,mid,mid,mid
1365,Lennar,Construction_Services,United_States,7.7,4.4,0.7,10.4,1252,http://dbpedia.org/resource/Lennar,low,low,mid,mid,high
1366,Leucadia_National,Conglomerates,United_States,9.9,9.2,0.9,9.3,901,http://dbpedia.org/resource/Leucadia_National,low,mid,mid,mid,mid
1367,Level_3_Communications,Telecommunications_services,United_States,4.6,6.4,-0.4,13.3,1808,http://dbpedia.org/resource/Level_3_Communications,low,low,low,mid,high
1368,Liberty_Global,Broadcasting_&_Cable,United_States,17.8,10.3,0.3,38.3,687,http://dbpedia.org/resource/Liberty_Global,mid,mid,mid,mid,low
1369,Liberty_Interactive,Internet_&_Catalog_Retail,United_States,14.6,10.1,1.5,26.3,519,http://dbpedia.org/resource/Liberty_Interactive,mid,mid,mid,mid,low
1370,Liberty_Media,Broadcasting_&_Cable,United_States,13.4,2.0,1.4,8.3,1091,http://dbpedia.org/resource/Liberty_Media,mid,low,mid,mid,mid
1371,Life_Technologies,Biotechs,United_States,10.8,3.8,0.4,8.6,1454,http://dbpedia.org/resource/Life_Technologies,mid,low,mid,mid,high
1372,Lincoln_National,Life_&_Health_Insurance,United_States,9.1,11.5,1.3,218.9,441,http://dbpedia.org/resource/Lincoln_National,low,mid,mid,high,low
1373,Linear_Technology,Semiconductors,United_States,8.8,1.3,0.4,1.9,1700,http://dbpedia.org/resource/Linear_Technology,low,low,mid,mid,high
1374,LinkedIn,Computer_Services,United_States,19.1,1.0,0.0,1.4,1736,http://dbpedia.org/resource/LinkedIn,mid,low,low,mid,high
1375,Lockheed_Martin,Aerospace_&_Defense,United_States,29.9,47.2,2.7,38.7,209,http://dbpedia.org/resource/Lockheed_Martin,mid,high,high,mid,low
1376,Loews,Diversified_Insurance,United_States,17.5,14.6,0.6,80.0,442,http://dbpedia.org/resource/Loews,mid,mid,mid,mid,low
1377,Lorillard,Tobacco,United_States,14.9,4.6,1.1,3.4,1047,http://dbpedia.org/resource/Lorillard,mid,low,mid,mid,mid
1378,M&T_Bank,Regional_Banks,United_States,13.4,4.6,1.0,83.0,634,http://dbpedia.org/resource/M&T_Bank,mid,low,mid,mid,low
1379,Macerich,Real_Estate,United_States,8.6,0.9,0.3,9.3,1685,http://dbpedia.org/resource/Macerich,low,low,mid,mid,high
1380,Macy's,Department_Stores,United_States,16.2,27.7,1.3,21.0,421,http://dbpedia.org/resource/Macy's,mid,mid,mid,mid,low
1381,Manpower,Business_&_Personal_Services,United_States,4.5,20.7,0.2,7.0,1662,http://dbpedia.org/resource/Manpower,low,mid,mid,mid,high
1382,Marathon_Oil,Oil_&_Gas_Operations,United_States,24.8,15.6,1.6,35.3,348,http://dbpedia.org/resource/Marathon_Oil,mid,mid,mid,mid,low
1383,Marathon_Petroleum,Oil_&_Gas_Operations,United_States,29.1,76.5,3.4,27.2,224,http://dbpedia.org/resource/Marathon_Petroleum,mid,high,high,mid,low
1384,Marriott_International,Hotels_&_Motels,United_States,12.6,11.8,0.6,6.3,929,http://dbpedia.org/resource/Marriott_International,mid,mid,mid,mid,mid
1385,Marsh_&_McLennan,Insurance_Brokers,United_States,20.3,11.9,1.2,16.3,549,http://dbpedia.org/resource/Marsh_&_McLennan,mid,mid,mid,mid,low
1386,Masco,Construction_Materials,United_States,7.1,7.7,-0.1,6.9,1732,http://dbpedia.org/resource/Masco,low,low,low,mid,high
1387,MasterCard,Consumer_Financial_Services,United_States,63.8,7.4,2.8,12.5,561,http://dbpedia.org/resource/MasterCard,high,low,high,mid,low
1388,Mattel,Household/Personal_Care,United_States,14.5,6.4,0.8,6.5,990,http://dbpedia.org/resource/Mattel,mid,low,mid,mid,mid
1389,Maxim_Integrated_Products,Semiconductors,United_States,9.6,2.4,0.4,3.7,1677,http://dbpedia.org/resource/Maxim_Integrated_Products,low,low,mid,mid,high
1390,MBIA,Diversified_Insurance,United_States,2.3,2.4,1.2,21.7,1213,http://dbpedia.org/resource/MBIA,low,low,mid,mid,high
1391,McDonald's,Restaurants,United_States,99.9,27.6,5.5,35.4,180,http://dbpedia.org/resource/McDonald's,high,mid,high,mid,low
1392,McKesson,Pharmaceuticals,United_States,25.7,123.5,1.6,33.4,238,http://dbpedia.org/resource/McKesson,mid,high,mid,mid,low
1393,Mead_Johnson_Nutrition,Household/Personal_Care,United_States,14.9,3.9,0.6,3.3,1273,http://dbpedia.org/resource/Mead_Johnson_Nutrition,mid,low,mid,mid,high
